,HGNC ID,Approved symbol,Approved name,Ensembl gene ID,UCSC gene ID
9040,HGNC:53875,FAM242E,family with sequence similarity 242 member E,ENSG00000229697,
9041,HGNC:53876,FAM242F,family with sequence similarity 242 member F,ENSG00000275239,
9042,HGNC:39602,FAM243A,family with sequence similarity 243 member A,ENSG00000222018,
9043,HGNC:53888,FAM243B,family with sequence similarity 243 member B,ENSG00000277277,
9044,HGNC:45163,FAM245A,family with sequence similarity 245 member A,ENSG00000228055,uc001ket.2
9045,HGNC:54133,FAM245B,family with sequence similarity 245 member B,ENSG00000285662,
9046,HGNC:54844,FAM246A,family with sequence similarity 246 member A,ENSG00000286102,
9047,HGNC:54843,FAM246B,family with sequence similarity 246 member B,ENSG00000286175,
9048,HGNC:54842,FAM246C,family with sequence similarity 246 member C (gene/pseudogene),ENSG00000286025,
9049,HGNC:54926,FAM247A,family with sequence similarity 247 member A,ENSG00000283972,
9050,HGNC:54927,FAM247B,family with sequence similarity 247 member B,ENSG00000278044,
9051,HGNC:54928,FAM247C,family with sequence similarity 247 member C,,
9052,HGNC:54929,FAM247D,family with sequence similarity 247 member D,,
9053,HGNC:29170,FAN1,FANCD2 and FANCI associated nuclease 1,ENSG00000198690,uc001zff.4
9054,HGNC:3582,FANCA,FA complementation group A,ENSG00000187741,uc002fou.2
9055,HGNC:3583,FANCB,FA complementation group B,ENSG00000181544,uc004cwh.2
9056,HGNC:3584,FANCC,FA complementation group C,ENSG00000158169,uc004avh.4
9057,HGNC:3585,FANCD2,FA complementation group D2,ENSG00000144554,uc003buw.4
9058,HGNC:28623,FANCD2OS,FANCD2 opposite strand,ENSG00000163705,uc003buz.3
9059,HGNC:44487,FANCD2P1,FANCD2 pseudogene 1,,
9060,HGNC:44488,FANCD2P2,FANCD2 pseudogene 2,ENSG00000230342,
9061,HGNC:3586,FANCE,FA complementation group E,ENSG00000112039,uc003oko.2
9062,HGNC:3587,FANCF,FA complementation group F,ENSG00000183161,uc001mql.2
9063,HGNC:3588,FANCG,FA complementation group G,ENSG00000221829,uc003zwb.1
9064,HGNC:25568,FANCI,FA complementation group I,ENSG00000140525,uc010bnp.2
9065,HGNC:20748,FANCL,FA complementation group L,ENSG00000115392,uc002rzw.5
9066,HGNC:23168,FANCM,FA complementation group M,ENSG00000187790,uc001wwd.5
9067,HGNC:23527,FANK1,fibronectin type III and ankyrin repeat domains 1,ENSG00000203780,uc001ljh.5
9068,HGNC:43915,FANK1-AS1,FANK1 antisense RNA 1,ENSG00000233409,uc057wsz.1
9069,HGNC:3590,FAP,fibroblast activation protein alpha,ENSG00000078098,uc002ucd.3
9070,HGNC:26222,FAR1,fatty acyl-CoA reductase 1,ENSG00000197601,uc001mld.4
9071,HGNC:41485,FAR1-IT1,FAR1 intronic transcript 1,ENSG00000254791,uc057zhc.1
9072,HGNC:39675,FAR1P1,fatty acyl-CoA reductase 1 pseudogene 1,ENSG00000235879,
9073,HGNC:25531,FAR2,fatty acyl-CoA reductase 2,ENSG00000064763,uc001ris.6
9074,HGNC:49284,FAR2P1,fatty acyl-CoA reductase 2 pseudogene 1,ENSG00000180178,
9075,HGNC:49279,FAR2P2,fatty acyl-CoA reductase 2 pseudogene 2,ENSG00000178162,
9076,HGNC:49285,FAR2P3,fatty acyl-CoA reductase 2 pseudogene 3,ENSG00000240253,
9077,HGNC:49286,FAR2P4,fatty acyl-CoA reductase 2 pseudogene 4,ENSG00000231431,
9078,HGNC:3591,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",ENSG00000152767,uc001vnj.5
9079,HGNC:40229,FARP1-AS1,FARP1 antisense RNA 1,ENSG00000231194,uc058xxv.1
9080,HGNC:39810,FARP1-IT1,FARP1 intronic transcript 1 (non-protein coding),,
9081,HGNC:16460,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",ENSG00000006607,uc002wbi.4
9082,HGNC:21062,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",ENSG00000145982,uc010jnv.2
9083,HGNC:3592,FARSA,phenylalanyl-tRNA synthetase subunit alpha,ENSG00000179115,uc002mvs.3
9084,HGNC:50479,FARSA-AS1,FARSA antisense RNA 1,ENSG00000266975,
9085,HGNC:17800,FARSB,phenylalanyl-tRNA synthetase subunit beta,ENSG00000116120,uc002vne.2
9086,HGNC:45115,FARSBP1,FARSB pseudogene 1,ENSG00000231060,
9087,HGNC:11920,FAS,Fas cell surface death receptor,ENSG00000026103,uc001kfr.4
9088,HGNC:37128,FAS-AS1,FAS antisense RNA 1,,uc058vuu.1
9089,HGNC:11936,FASLG,Fas ligand,ENSG00000117560,uc001gis.4
9090,HGNC:3594,FASN,fatty acid synthase,ENSG00000169710,uc002kdu.5
9091,HGNC:24676,FASTK,Fas activated serine/threonine kinase,ENSG00000164896,uc003wix.3
9092,HGNC:26150,FASTKD1,FAST kinase domains 1,ENSG00000138399,uc002uev.6
9093,HGNC:29160,FASTKD2,FAST kinase domains 2,ENSG00000118246,uc002vbv.4
9094,HGNC:28758,FASTKD3,FAST kinase domains 3,ENSG00000124279,uc003jeb.4
9095,HGNC:25790,FASTKD5,FAST kinase domains 5,ENSG00000215251,uc002whz.5
9096,HGNC:3595,FAT1,FAT atypical cadherin 1,ENSG00000083857,uc003izf.4
9097,HGNC:16582,FAT1P1,FAT atypical cadherin 1 pseudogene 1,ENSG00000217809,
9098,HGNC:3596,FAT2,FAT atypical cadherin 2,ENSG00000086570,uc003lue.5
9099,HGNC:23112,FAT3,FAT atypical cadherin 3,ENSG00000165323,uc001pdj.5
9100,HGNC:23109,FAT4,FAT atypical cadherin 4,ENSG00000196159,uc003ifj.5
9101,HGNC:24683,FATE1,fetal and adult testis expressed 1,ENSG00000147378,uc004fex.4
9102,HGNC:3597,FAU,FAU ubiquitin like and ribosomal protein S30 fusion,ENSG00000149806,uc001ocx.4
9103,HGNC:3598,FAUNA@,FAU neighboring area cluster,,
9104,HGNC:17984,FAUP1,FAU pseudogene 1,ENSG00000235297,
9105,HGNC:36535,FAUP2,FAU pseudogene 2,ENSG00000237806,
9106,HGNC:36970,FAUP3,FAU pseudogene 3,,
9107,HGNC:20742,FAXC,"failed axon connections homolog, metaxin like GST domain containing",ENSG00000146267,uc003ppj.5
9108,HGNC:1334,FAXDC2,fatty acid hydroxylase domain containing 2,ENSG00000170271,uc003lvs.5
9109,HGNC:24674,FBF1,Fas binding factor 1,ENSG00000188878,uc060kfj.1
9110,HGNC:13620,FBH1,F-box DNA helicase 1,ENSG00000134452,uc001iis.5
9111,HGNC:3599,FBL,fibrillarin,ENSG00000105202,uc002omn.4
9112,HGNC:24686,FBLIM1,filamin binding LIM protein 1,ENSG00000162458,uc001axd.2
9113,HGNC:55107,FBLIM1P1,FBLIM1 pseudogene 1,ENSG00000213489,
9114,HGNC:55108,FBLIM1P2,FBLIM1 pseudogene 2,ENSG00000254871,
9115,HGNC:35458,FBLL1,fibrillarin like 1,ENSG00000188573,uc011dep.3
9116,HGNC:3600,FBLN1,fibulin 1,ENSG00000077942,uc003bgj.2
9117,HGNC:3601,FBLN2,fibulin 2,ENSG00000163520,uc011ava.3
9118,HGNC:3602,FBLN5,fibulin 5,ENSG00000140092,uc001xzx.5
9119,HGNC:26740,FBLN7,fibulin 7,ENSG00000144152,uc002tho.2
9120,HGNC:3603,FBN1,fibrillin 1,ENSG00000166147,uc001zwx.3
9121,HGNC:55413,FBN1-DT,FBN1 divergent transcript,ENSG00000259705,
9122,HGNC:3604,FBN2,fibrillin 2,ENSG00000138829,uc063gqk.1
9123,HGNC:18794,FBN3,fibrillin 3,ENSG00000142449,uc002mjf.4
9124,HGNC:3606,FBP1,fructose-bisphosphatase 1,ENSG00000165140,uc010mrl.4
9125,HGNC:3607,FBP2,fructose-bisphosphatase 2,ENSG00000130957,uc004auv.5
9126,HGNC:49924,FBP2P1,fructose-bisphosphatase 2 pseudogene 1,ENSG00000237743,
9127,HGNC:20442,FBRS,fibrosin,ENSG00000156860,uc002dzd.4
9128,HGNC:29308,FBRSL1,fibrosin like 1,ENSG00000112787,uc001ukf.4
9129,HGNC:13598,FBXL2,F-box and leucine rich repeat protein 2,ENSG00000153558,uc003cfp.4
9130,HGNC:13599,FBXL3,F-box and leucine rich repeat protein 3,ENSG00000005812,uc001vkd.4
9131,HGNC:13601,FBXL4,F-box and leucine rich repeat protein 4,ENSG00000112234,uc003ppg.3
9132,HGNC:13602,FBXL5,F-box and leucine rich repeat protein 5,ENSG00000118564,uc003goc.3
9133,HGNC:13603,FBXL6,F-box and leucine rich repeat protein 6,ENSG00000182325,uc003zcb.4
9134,HGNC:13604,FBXL7,F-box and leucine rich repeat protein 7,ENSG00000183580,uc003jfn.3
9135,HGNC:17875,FBXL8,F-box and leucine rich repeat protein 8,ENSG00000135722,uc002erk.2
9136,HGNC:13611,FBXL12,F-box and leucine rich repeat protein 12,ENSG00000127452,uc002mme.3
9137,HGNC:54776,FBXL12P1,FBXL12 pseudogene 1,ENSG00000235968,
9138,HGNC:21658,FBXL13,F-box and leucine rich repeat protein 13,ENSG00000161040,uc003vaq.3
9139,HGNC:28624,FBXL14,F-box and leucine rich repeat protein 14,ENSG00000171823,uc001qjh.3
9140,HGNC:28155,FBXL15,F-box and leucine rich repeat protein 15,ENSG00000107872,uc001kvk.2
9141,HGNC:14150,FBXL16,F-box and leucine rich repeat protein 16,ENSG00000127585,uc021taa.2
9142,HGNC:13615,FBXL17,F-box and leucine rich repeat protein 17,ENSG00000145743,uc011cvc.3
9143,HGNC:21874,FBXL18,F-box and leucine rich repeat protein 18,ENSG00000155034,uc003son.5
9144,HGNC:25300,FBXL19,F-box and leucine rich repeat protein 19,ENSG00000099364,uc002eab.2
9145,HGNC:27557,FBXL19-AS1,FBXL19 antisense RNA 1,ENSG00000260852,uc002dzy.4
9146,HGNC:24679,FBXL20,F-box and leucine rich repeat protein 20,ENSG00000108306,uc002hrt.4
9147,HGNC:13600,FBXL21P,"F-box and leucine rich repeat protein 21, pseudogene",ENSG00000164616,
9148,HGNC:27537,FBXL22,F-box and leucine rich repeat protein 22,ENSG00000197361,uc002amn.5
9149,HGNC:13581,FBXO2,F-box protein 2,ENSG00000116661,uc001asj.4
9150,HGNC:13582,FBXO3,F-box protein 3,ENSG00000110429,uc001muz.4
9151,HGNC:51147,FBXO3-DT,FBXO3 divergent transcript,ENSG00000254508,
9152,HGNC:13583,FBXO4,F-box protein 4,ENSG00000151876,uc003jmq.4
9153,HGNC:13584,FBXO5,F-box protein 5,ENSG00000112029,uc003qpg.4
9154,HGNC:13585,FBXO6,F-box protein 6,ENSG00000116663,uc001aso.4
9155,HGNC:13586,FBXO7,F-box protein 7,ENSG00000100225,uc003amq.4
9156,HGNC:13587,FBXO8,F-box protein 8,ENSG00000164117,uc003itp.4
9157,HGNC:13588,FBXO9,F-box protein 9,ENSG00000112146,uc063pbe.1
9158,HGNC:13589,FBXO10,F-box protein 10,ENSG00000147912,uc004aab.3
9159,HGNC:13590,FBXO11,F-box protein 11,ENSG00000138081,uc010fbl.3
9160,HGNC:13617,FBXO15,F-box protein 15,ENSG00000141665,uc002llf.3
9161,HGNC:13618,FBXO16,F-box protein 16,ENSG00000214050,uc003xgu.5
9162,HGNC:18754,FBXO17,F-box protein 17,ENSG00000269190,uc002okg.3
9163,HGNC:13592,FBXO21,F-box protein 21,ENSG00000135108,uc001twk.4
9164,HGNC:13593,FBXO22,F-box protein 22,ENSG00000167196,uc002bbk.4
9165,HGNC:31025,FBXO22-AS1,FBXO22 antisense RNA 1,,
9166,HGNC:13595,FBXO24,F-box protein 24,ENSG00000106336,uc011kjz.2
9167,HGNC:13596,FBXO25,F-box protein 25,ENSG00000147364,uc003wpb.3
9168,HGNC:18753,FBXO27,F-box protein 27,ENSG00000161243,uc002okh.5
9169,HGNC:29046,FBXO28,F-box protein 28,ENSG00000143756,uc001hoh.3
9170,HGNC:15600,FBXO30,F-box protein 30,ENSG00000118496,uc003qla.4
9171,HGNC:48990,FBXO30-DT,FBXO30 divergent transcript,ENSG00000235652,
9172,HGNC:16510,FBXO31,F-box protein 31,ENSG00000103264,uc002fjw.5
9173,HGNC:16731,FBXO32,F-box protein 32,ENSG00000156804,uc003yqr.4
9174,HGNC:19833,FBXO33,F-box protein 33,ENSG00000165355,uc001wvk.4
9175,HGNC:20201,FBXO34,F-box protein 34,ENSG00000178974,uc001xbu.4
9176,HGNC:55450,FBXO34-AS1,FBXO34 antisense RNA 1,ENSG00000258413,
9177,HGNC:27020,FBXO36,F-box protein 36,ENSG00000153832,uc002vqa.4
9178,HGNC:41489,FBXO36-IT1,FBXO36 intronic transcript 1,ENSG00000231534,uc061thr.1
9179,HGNC:50363,FBXO36P1,F-box protein 36 pseudogene 1,ENSG00000266117,
9180,HGNC:28844,FBXO38,F-box protein 38,ENSG00000145868,uc031slt.2
9181,HGNC:55589,FBXO38-DT,FBXO38 divergent transcript,ENSG00000247199,
9182,HGNC:28565,FBXO39,F-box protein 39,ENSG00000177294,uc010vtg.3
9183,HGNC:29816,FBXO40,F-box protein 40,ENSG00000163833,uc003eeg.3
9184,HGNC:29409,FBXO41,F-box protein 41,ENSG00000163013,uc061kqf.1
9185,HGNC:29249,FBXO42,F-box protein 42,ENSG00000037637,uc001ayg.4
9186,HGNC:28521,FBXO43,F-box protein 43,ENSG00000156509,uc003yjd.4
9187,HGNC:24847,FBXO44,F-box protein 44,ENSG00000132879,uc001asl.3
9188,HGNC:29148,FBXO45,F-box protein 45,ENSG00000174013,uc010iai.4
9189,HGNC:25069,FBXO46,F-box protein 46,ENSG00000177051,uc002pcz.4
9190,HGNC:31969,FBXO47,F-box protein 47,ENSG00000204952,uc002hrc.2
9191,HGNC:33857,FBXO48,F-box protein 48,ENSG00000204923,uc002seo.5
9192,HGNC:13608,FBXW2,F-box and WD repeat domain containing 2,ENSG00000119402,uc004bkm.2
9193,HGNC:10847,FBXW4,F-box and WD repeat domain containing 4,ENSG00000107829,uc001kto.4
9194,HGNC:13609,FBXW4P1,F-box and WD repeat domain containing 4 pseudogene 1,ENSG00000230701,
9195,HGNC:13613,FBXW5,F-box and WD repeat domain containing 5,ENSG00000159069,uc004cjx.4
9196,HGNC:16712,FBXW7,F-box and WD repeat domain containing 7,ENSG00000109670,uc003imt.4
9197,HGNC:52397,FBXW7-AS1,FBXW7 antisense RNA 1,ENSG00000270751,
9198,HGNC:13597,FBXW8,F-box and WD repeat domain containing 8,ENSG00000174989,uc001twg.2
9199,HGNC:28136,FBXW9,F-box and WD repeat domain containing 9,ENSG00000132004,uc002mum.2
9200,HGNC:1211,FBXW10,F-box and WD repeat domain containing 10,ENSG00000171931,uc002guk.4
9201,HGNC:13607,FBXW11,F-box and WD repeat domain containing 11,ENSG00000072803,uc003mbl.2
9202,HGNC:1145,FBXW11P1,F-box and WD repeat domain containing 11 pseudogene 1,ENSG00000230870,
9203,HGNC:20729,FBXW12,F-box and WD repeat domain containing 12,ENSG00000164049,uc003csr.3
9204,HGNC:24692,FCAMR,Fc fragment of IgA and IgM receptor,ENSG00000162897,uc001hfb.3
9205,HGNC:3608,FCAR,Fc fragment of IgA receptor,ENSG00000186431,uc002qhr.3
9206,HGNC:3609,FCER1A,Fc fragment of IgE receptor Ia,ENSG00000179639,uc001ftq.4
9207,HGNC:3611,FCER1G,Fc fragment of IgE receptor Ig,ENSG00000158869,uc001fyz.1
9208,HGNC:3612,FCER2,Fc fragment of IgE receptor II,ENSG00000104921,uc002mhm.3
9209,HGNC:20220,FCF1,FCF1 rRNA-processing protein,ENSG00000119616,uc001xqh.4
9210,HGNC:44613,FCF1P1,FCF1 pseudogene 1,ENSG00000227436,
9211,HGNC:44614,FCF1P2,FCF1 pseudogene 2,ENSG00000228638,
9212,HGNC:44615,FCF1P3,FCF1 pseudogene 3,ENSG00000239997,
9213,HGNC:44616,FCF1P4,FCF1 pseudogene 4,ENSG00000226112,
9214,HGNC:44617,FCF1P5,FCF1 pseudogene 5,ENSG00000220392,
9215,HGNC:44618,FCF1P6,FCF1 pseudogene 6,ENSG00000225671,
9216,HGNC:44619,FCF1P7,FCF1 pseudogene 7,ENSG00000224727,
9217,HGNC:44620,FCF1P8,FCF1 pseudogene 8,ENSG00000251111,
9218,HGNC:44621,FCF1P9,FCF1 pseudogene 9,ENSG00000231478,
9219,HGNC:44622,FCF1P10,FCF1 pseudogene 10,ENSG00000218490,
9220,HGNC:44623,FCF1P11,FCF1 pseudogene 11,,
9221,HGNC:13572,FCGBP,Fc fragment of IgG binding protein,ENSG00000275395,uc060ynu.1
9222,HGNC:3613,FCGR1A,Fc fragment of IgG receptor Ia,ENSG00000150337,uc001esp.5
9223,HGNC:3614,FCGR1B,Fc fragment of IgG receptor Ib,ENSG00000198019,uc031upu.2
9224,HGNC:3615,FCGR1CP,"Fc fragment of IgG receptor Ic, pseudogene",ENSG00000265531,
9225,HGNC:3616,FCGR2A,Fc fragment of IgG receptor IIa,ENSG00000143226,uc001gam.4
9226,HGNC:3618,FCGR2B,Fc fragment of IgG receptor IIb,ENSG00000072694,uc001gaz.3
9227,HGNC:15626,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene),ENSG00000244682,uc057msv.1
9228,HGNC:3619,FCGR3A,Fc fragment of IgG receptor IIIa,ENSG00000203747,uc009wui.4
9229,HGNC:3620,FCGR3B,Fc fragment of IgG receptor IIIb,ENSG00000162747,uc021pdo.2
9230,HGNC:3621,FCGRT,Fc fragment of IgG receptor and transporter,ENSG00000104870,uc002poe.3
9231,HGNC:29002,FCHO1,FCH and mu domain containing endocytic adaptor 1,ENSG00000130475,uc060vlv.1
9232,HGNC:25180,FCHO2,FCH and mu domain containing endocytic adaptor 2,ENSG00000157107,uc003kcl.3
9233,HGNC:55232,FCHO2-DT,FCHO2 divergent transcript,ENSG00000272081,
9234,HGNC:25463,FCHSD1,FCH and double SH3 domains 1,ENSG00000197948,uc003llk.3
9235,HGNC:29114,FCHSD2,FCH and double SH3 domains 2,ENSG00000137478,uc009ytl.4
9236,HGNC:14315,FCMR,Fc fragment of IgM receptor,ENSG00000162894,
9237,HGNC:37158,FCMTE1,familial cortical myoclonic tremor with epilepsy 1,,
9238,HGNC:37159,FCMTE2,familial cortical myoclonic tremor with epilepsy 2,,
9239,HGNC:37160,FCMTE3,familial cortical myoclonic tremor with epilepsy 3,,
9240,HGNC:3623,FCN1,ficolin 1,ENSG00000085265,uc004cfi.4
9241,HGNC:3624,FCN2,ficolin 2,ENSG00000160339,uc004cfg.1
9242,HGNC:3625,FCN3,ficolin 3,ENSG00000142748,uc001boa.4
9243,HGNC:3627,FCP1,F-cell production 1,,
9244,HGNC:18509,FCRL1,Fc receptor like 1,ENSG00000163534,uc001frg.4
9245,HGNC:14875,FCRL2,Fc receptor like 2,ENSG00000132704,uc001fre.3
9246,HGNC:18506,FCRL3,Fc receptor like 3,ENSG00000160856,uc001frb.4
9247,HGNC:18507,FCRL4,Fc receptor like 4,ENSG00000163518,uc001fqw.3
9248,HGNC:18508,FCRL5,Fc receptor like 5,ENSG00000143297,uc001fqu.3
9249,HGNC:31910,FCRL6,Fc receptor like 6,ENSG00000181036,uc001fud.5
9250,HGNC:49448,FCRL6P1,Fc receptor like 6 pseudogene 1,,
9251,HGNC:18504,FCRLA,Fc receptor like A,ENSG00000132185,uc001gbd.4
9252,HGNC:26431,FCRLB,Fc receptor like B,ENSG00000162746,uc001gbh.4
9253,HGNC:29500,FCSK,fucose kinase,ENSG00000157353,uc002eyy.4
9254,HGNC:19215,FDCSP,follicular dendritic cell secreted protein,ENSG00000181617,uc003hfd.4
9255,HGNC:3629,FDFT1,farnesyl-diphosphate farnesyltransferase 1,ENSG00000079459,uc033bcg.2
9256,HGNC:3631,FDPS,farnesyl diphosphate synthase,ENSG00000160752,uc001fkc.3
9257,HGNC:3632,FDPSP1,farnesyl diphosphate synthase pseudogene 1,ENSG00000225462,
9258,HGNC:3633,FDPSP2,farnesyl diphosphate synthase pseudogene 2,ENSG00000233980,
9259,HGNC:3634,FDPSP3,farnesyl diphosphate synthase pseudogene 3,ENSG00000258872,
9260,HGNC:3635,FDPSP4,farnesyl diphosphate synthase pseudogene 4,ENSG00000254793,
9261,HGNC:3636,FDPSP5,farnesyl diphosphate synthase pseudogene 5,ENSG00000215035,
9262,HGNC:3637,FDPSP6,farnesyl diphosphate synthase pseudogene 6,ENSG00000233676,
9263,HGNC:33487,FDPSP7,farnesyl diphosphate synthase pseudogene 7,ENSG00000231087,
9264,HGNC:39085,FDPSP8,farnesyl diphosphate synthase pseudogene 8,ENSG00000224763,
9265,HGNC:39086,FDPSP9,farnesyl diphosphate synthase pseudogene 9,,
9266,HGNC:39087,FDPSP10,farnesyl diphosphate synthase pseudogene 10,,
9267,HGNC:3638,FDX1,ferredoxin 1,ENSG00000137714,uc001pkx.4
9268,HGNC:3640,FDX1P1,ferredoxin 1 pseudogene 1,ENSG00000181741,
9269,HGNC:3641,FDX1P2,ferredoxin 1 pseudogene 2,ENSG00000227054,
9270,HGNC:30546,FDX2,ferredoxin 2,ENSG00000267673,uc002mny.3
9271,HGNC:25110,FDXACB1,ferredoxin-fold anticodon binding domain containing 1,ENSG00000255561,uc001pmc.5
9272,HGNC:3642,FDXR,ferredoxin reductase,ENSG00000161513,uc002jlx.4
9273,HGNC:3643,FEB1,febrile convulsions 1,,
9274,HGNC:3644,FEB2,febrile convulsions 2,,
9275,HGNC:3646,FEB4,febrile convulsions 4,,
9276,HGNC:33477,FEB5,febrile convulsions 5,,
9277,HGNC:33478,FEB6,febrile convulsions 6,,
9278,HGNC:33479,FEB7,febrile convulsions 7,,
9279,HGNC:3647,FECH,ferrochelatase,ENSG00000066926,uc002lgq.5
9280,HGNC:3648,FECHP1,ferrochelatase pseudogene 1,ENSG00000235534,
9281,HGNC:16934,FEM1A,fem-1 homolog A,ENSG00000141965,uc002mbf.4
9282,HGNC:17219,FEM1AP1,fem-1 homolog A pseudogene 1,ENSG00000229231,
9283,HGNC:39830,FEM1AP2,fem-1 homolog A pseudogene 2,ENSG00000265296,
9284,HGNC:39831,FEM1AP3,fem-1 homolog A pseudogene 3,ENSG00000217770,
9285,HGNC:39832,FEM1AP4,fem-1 homolog A pseudogene 4,ENSG00000235876,
9286,HGNC:3649,FEM1B,fem-1 homolog B,ENSG00000169018,uc002arg.4
9287,HGNC:16933,FEM1C,fem-1 homolog C,ENSG00000145780,uc003krb.2
9288,HGNC:3650,FEN1,flap structure-specific endonuclease 1,ENSG00000168496,uc001nsg.4
9289,HGNC:3651,FEN1P1,flap structure-specific endonuclease 1 pseudogene 1,ENSG00000215873,
9290,HGNC:43894,FENDRR,FOXF1 adjacent non-coding developmental regulatory RNA,ENSG00000268388,uc021tmg.2
9291,HGNC:3655,FER,FER tyrosine kinase,ENSG00000151422,uc003kop.2
9292,HGNC:15801,FER1L4,fer-1 like family member 4 (pseudogene),ENSG00000088340,
9293,HGNC:19044,FER1L5,fer-1 like family member 5,ENSG00000249715,uc061lwu.1
9294,HGNC:28065,FER1L6,fer-1 like family member 6,ENSG00000214814,uc003yqw.3
9295,HGNC:26652,FER1L6-AS1,FER1L6 antisense RNA 1,ENSG00000181171,uc003yqx.1
9296,HGNC:26534,FER1L6-AS2,FER1L6 antisense RNA 2,ENSG00000253868,uc003yqy.3
9297,HGNC:16660,FERD3L,Fer3 like bHLH transcription factor,ENSG00000146618,uc003suo.1
9298,HGNC:15889,FERMT1,FERM domain containing kindlin 1,ENSG00000101311,uc002wmr.3
9299,HGNC:15767,FERMT2,FERM domain containing kindlin 2,ENSG00000073712,uc001xae.4
9300,HGNC:23151,FERMT3,FERM domain containing kindlin 3,ENSG00000149781,uc001nym.3
9301,HGNC:26443,FERP1,FER tyrosine kinase pseudogene 1,ENSG00000232149,
9302,HGNC:3657,FES,"FES proto-oncogene, tyrosine kinase",ENSG00000182511,uc002bpv.4
9303,HGNC:3658,FETUB,fetuin B,ENSG00000090512,uc010hyq.4
9304,HGNC:18562,FEV,"FEV transcription factor, ETS family member",ENSG00000163497,uc002vji.1
9305,HGNC:3659,FEZ1,fasciculation and elongation protein zeta 1,ENSG00000149557,uc001qbx.4
9306,HGNC:3660,FEZ2,fasciculation and elongation protein zeta 2,ENSG00000171055,uc002rpg.3
9307,HGNC:22788,FEZF1,FEZ family zinc finger 1,ENSG00000128610,uc003vkd.4
9308,HGNC:41001,FEZF1-AS1,FEZF1 antisense RNA 1,ENSG00000230316,uc010lko.2
9309,HGNC:13506,FEZF2,FEZ family zinc finger 2,ENSG00000153266,uc062lcz.1
9310,HGNC:4498,FFAR1,free fatty acid receptor 1,ENSG00000126266,uc002nzc.3
9311,HGNC:4501,FFAR2,free fatty acid receptor 2,ENSG00000126262,uc010eea.4
9312,HGNC:4499,FFAR3,free fatty acid receptor 3,ENSG00000185897,uc002nzd.4
9313,HGNC:19061,FFAR4,free fatty acid receptor 4,ENSG00000186188,uc010qnu.2
9314,HGNC:3661,FGA,fibrinogen alpha chain,ENSG00000171560,uc003iod.2
9315,HGNC:3662,FGB,fibrinogen beta chain,ENSG00000171564,uc003ioa.5
9316,HGNC:3663,FGD1,"FYVE, RhoGEF and PH domain containing 1",ENSG00000102302,uc004dtg.3
9317,HGNC:3664,FGD2,"FYVE, RhoGEF and PH domain containing 2",ENSG00000146192,uc010jwp.2
9318,HGNC:16027,FGD3,"FYVE, RhoGEF and PH domain containing 3",ENSG00000127084,uc004asw.3
9319,HGNC:19125,FGD4,"FYVE, RhoGEF and PH domain containing 4",ENSG00000139132,uc001rkz.5
9320,HGNC:19117,FGD5,"FYVE, RhoGEF and PH domain containing 5",ENSG00000154783,uc003bzc.4
9321,HGNC:40410,FGD5-AS1,FGD5 antisense RNA 1,ENSG00000225733,uc062hao.1
9322,HGNC:44498,FGD5P1,"FYVE, RhoGEF and PH domain containing 5 pseudogene 1",ENSG00000275340,
9323,HGNC:21740,FGD6,"FYVE, RhoGEF and PH domain containing 6",ENSG00000180263,uc001tdp.4
9324,HGNC:3665,FGF1,fibroblast growth factor 1,ENSG00000113578,uc003lms.5
9325,HGNC:3676,FGF2,fibroblast growth factor 2,ENSG00000138685,uc062zki.1
9326,HGNC:3681,FGF3,fibroblast growth factor 3,ENSG00000186895,uc001oph.4
9327,HGNC:3682,FGF4,fibroblast growth factor 4,ENSG00000075388,uc001opg.2
9328,HGNC:3683,FGF5,fibroblast growth factor 5,ENSG00000138675,uc003hmd.4
9329,HGNC:3684,FGF6,fibroblast growth factor 6,ENSG00000111241,uc001qmr.2
9330,HGNC:3685,FGF7,fibroblast growth factor 7,ENSG00000140285,uc059jba.1
9331,HGNC:21455,FGF7P1,fibroblast growth factor 7 pseudogene 1,ENSG00000264061,
9332,HGNC:17193,FGF7P2,fibroblast growth factor 7 pseudogene 2,ENSG00000185390,
9333,HGNC:26671,FGF7P3,fibroblast growth factor 7 pseudogene 3,ENSG00000204837,
9334,HGNC:33587,FGF7P4,fibroblast growth factor 7 pseudogene 4,ENSG00000216829,
9335,HGNC:33588,FGF7P5,fibroblast growth factor 7 pseudogene 5,ENSG00000204816,
9336,HGNC:27852,FGF7P6,fibroblast growth factor 7 pseudogene 6,ENSG00000227449,
9337,HGNC:33589,FGF7P7,fibroblast growth factor 7 pseudogene 7,ENSG00000204801,
9338,HGNC:34516,FGF7P8,fibroblast growth factor 7 pseudogene 8,ENSG00000219693,
9339,HGNC:3686,FGF8,fibroblast growth factor 8,ENSG00000107831,uc001ktq.3
9340,HGNC:3687,FGF9,fibroblast growth factor 9,ENSG00000102678,uc001uog.3
9341,HGNC:3666,FGF10,fibroblast growth factor 10,ENSG00000070193,uc003jog.2
9342,HGNC:49382,FGF10-AS1,FGF10 antisense RNA 1,ENSG00000248464,
